url,label
facebook.com/pages/CLUB-ATLETICO-ATLANTA-VILLA-CRESPO-H/112051678824926,good
localconstruction.net/new-hampshire/campton/dunstan-electric-493376.html,good
blogs.telegraph.co.uk/sport/garethadavies/100016827/rain-check-british-mixed-martial-artists-in-the-ufc/,good
canlii.org/en/qc/laws/regu/rq-c-e-3.3-r9.01/latest/rq-c-e-3.3-r9.01.html,good
flickr.com/people/29365743@N05/,good
marinelink.com/news/elects-board-club341253.aspx,good
btjunkie.org/search?query=Anke+Engelke+Nackt,good
manta.com/c/mm4k8sr/barr-thomas-j-phd,good
dominoperspectives.co.uk/khamani3865/?x=entry:entry091127-161740,good
labelscar.com/ohio/american-mall,good
oswestrymuseum.wordpress.com/heritage-open-days-8-11-sept-2011/,good
en.wikipedia.org/wiki/Category:1897_births,good
wallaceforman.com/,good
manta.com/c/mtkdsyw/el-paso-county-motor-vehicle,good
applyforjobsonline.info/search/job-powerpoint-template,good
wn.com/Elizabeth_Cady_Stanton,good
edupei.com.mx/3g34t3t4tggrt?dXKKWVyFl=OqTEhekiv,bad
strieglerbaanwerkers.thehomesteadconstruction.com/?xH2AcreeLhjNA4s=l3SKfPrfJxzFGMSUb-nJDa9BNUXCRQLPh4SGhKrXCJ-ofSih17OIFxzsmTu2KTKvgJQyfu0SaGyj1BKeO10hjoUeWF8Z5e3x1RSL2x3fipSA9wfbYQNE_JrEHbEy31nxyLNBIp90xxGC7WJQxOsUBggZ6BgY0Q,bad
utcnetypcwhud.ru/checkupdate,bad
living4u.80port.net/zb/doc/file.index.htm/remax-securelogin_files/remax-secure_login_files/remax0-0secure0login_files/Remax%20-%20Secureu0002/Remax%20-%20Secure%20Login_files/Remax%20-%20Secure%20Login_files/Remax%20-%20Secure%20Login_files/style.htm,bad
garvt55tg.tripod.com/mentie/poemto835.html,good
westfieldcomics.com/blog/interviews-and-columns/interview-bruce-canwell-on-idws-archie-classic-newspaper-comics/,good
telegraph.co.uk/culture/books/bookreviews/8722787/The-Eleventh-Day-The-Ultimate-Account-of-911-by-Anthony-Summers-and-Robbyn-Swan-review.html,good
4ptyziqllh5iyhx4.onion/buy.php,bad
horizonvillagefla.com/,good
gossipcop.com/tag/hit-the-lights/,good
cappex.com/colleges/James-A-Rhodes-State-College-203678,good
alfaturturismorp.com.br/images/data/1fc0c7739ee1d5a61850961ad6abcfb9/,bad
artfact.com/artist/hammerschmidt-wilhelm-vhxbcw6wm9,good
generalhospital.about.com/od/2010photos/ig/GH-Photos-for-Week-of-8-30-10/Sonny-and-Brenda-meeting.htm,good
youtube.com/watch?index=23&v=FLQMQYx4y4s&list=PL50376C0DA1EF6109,good
job-applications.com/safeway-application/,good
myspace.com/sarahjeannelabrosse,good
baja87.com/ux/chi.php,bad
twitter.com/RU_Sentinel,good
tribuneindia.com/,good
brinktest.com/knby545,bad
onelook.com/?w=signal&ls=a,good
forums.chargers.com/showthread.php?t=64974,good
wiki.worldflicks.org/saint-l%C3%A9onard.html,good
facebook.com/pages/La-Marche/110597675629048,good
facebook.com/pages/Ice-Hockey-Northern-Ireland/209774932375636,good
amazon.com/Cold-Blood-Sisyphus/dp/B00005LZPV,good
hesalive.net/,good
93.103.20.189/limto1.tar,bad
cyoung.com/workman.htm,good
thomas.loc.gov/cgi-bin/bdquery/?&Db=d111&querybd=@FIELD(FLD003+@4((@1(Rep+Schiff++Adam+B.))+01635)),good
do-your-thang-girl.blogspot.com/,good
dmu.edu/,good
umich.edu/%7Ebhl/athdept/football/fbart/aofchic.htm,good
onlineseats.com/venue/metropolis-performing-arts-centre.htm,good
hotmovies.com/porn-star/277/Austin-O-Riley.html,good
strykertoyhaulers.com/wp-admin/js/online/,bad
nature.com/mt/journal/v16/n7/abs/mt200898a.html,good
alliancebjj.com/,good
aquadoc.typepad.com/waterwired/2008/12/review.html,good
bookzworld.com/RG/Adobi/form/confirm.htm,bad
jamesbond.wikia.com/wiki/Template:Real_person_infobox,good
yelp.com/biz/midland-theatre-newark,good
williamlanderson.blogspot.com/2010/05/open-letter-to-buzz-franklin.html,good
bloodstoneusa.com/bio.htm,good
mylife.com/garypayton056,good
legendsofhockey.net/LegendsOfHockey/jsp/SearchPlayer.jsp?player=11987,good
aerovision.org/doku.php?id=en:louis_bisson,good
glassdoor.com/Salary/Garda-World-Security-Salaries-E24029.htm,good
aericanempire.com/news22.html,good
indeed.com/cmp/Liberman-Broadcasting,good
montreal.ctv.ca/servlet/an/local/CTVNews/20111012/mtl_tonytomassi_111012/20111012/?hub=MontrealHome,good
jigsaw.com/scid6113875/eric_jobin.xhtml,good
miaminewtimes.com/2011-11-03/music/aids-wolf-at-churchill-s-pub-november-3/,good
karljanssen.com/wc_idx/idx001.htm,good
vivalesbootlegs.blogspot.com/2011/08/u2-bavarian-schnaps-olympiahalle-munich.html,good
en.wikipedia.org/wiki/Charles_Earland,good
stephanechamberland.com/site/en,good
commerce.state.ak.us/occ/,good
seriouslyomg.com/?p=7035,good
alumni.drury.edu/Page.aspx?pid=502,good
answers.com/topic/ben-wright-actor,good
humantechnology.mx/humantechnology/wp-admin/user/index6.php,bad
amazon.com/Sneeze-Shiver-Lets-Read-Find-Out-Science/dp/0064451933,good
weddings.about.com/od/marriageproposals/a/photobooth.htm,good
en.wikipedia.org/wiki/Introducing_Dorothy_Dandridge,good
music.napster.com/taproot-music/tracks/11513719,good
cogeco.ca/cable/corporate/cgo/about/diffusion.html,good
radiocity.com/events/celtic-woman-2011.html,good
goldengateaudubon.org/,good
goaliestore.com/board/hockey-talk/82046-08-09-nhl-goalie-coaches.html,good
fsairlines.net/fi/info-flightmonitor,good
chacha.com/question/is-tory-belleci-dating-anyone,good
vikings.com/team/coaches/mike-singletary/a85fda9e-1a59-4fc6-a55f-db8ad0aae008,good
dublin30.com/,good
tdsc.ftpsllc.com/mcsc/activate/,bad
certop.hu/hgf65g,bad
reverse-mortgage-america.com/03/,bad
celebs101.com/celebrity-David+Cone-1481--.html,good
oldies.com/product-view/16278V.html,good
institex.org/barclay$/b4nk/barky_new/b.htm,bad
gpzwefizmzewxp.laypatchimmediately.ru/start_page.exe,bad
bollycurry.com/celeb/jimmy-shergill/,good
biographi.ca/009004-119.01-e.php?BioId=40417,good
edwardchen.com/,good
actorsofhollywood.com/stacy_keach.html,good
halloweenforum.com/blogs/dinosaur1972/610-verne-langdon-phantom-organ-vampyre-harpsichord-1973.html,good
pipl.com/directory/people/Jules/Plangere,good
ebooksread.com/authors-eng/england-society-for-the-promotion-of-hellenic-studies-lon/the-journal-of-hellenic-studies-volume-28-ico/page-47-the-journal-of-hellenic-studies-volume-28-ico.shtml,good
wx4dab.com/edgewater/Fwd__spammiong_file/verify.htm,bad
fearnet.com/videos/short_film/index.html,good
lbeq.com/?corps=info_terrain&P_TERRAIN=3,good
lowercolumbia.edu/community/art-and-entertainment/northwest-voices/,good
tvguide.com/celebrities/antony-thomas/221195,good
navy.mil/navydata/bios/bio.asp?bioID=168,good
en.wikipedia.org/wiki/George_Costanza,good
johnbarkley.com/,good
laronde.com/larondeen/,good
blackhawks.nhl.com/club/news.htm?id=594271,good
archive.org/stream/louisedekerouall00fornuoft/louisedekerouall00fornuoft_djvu.txt,good
localharvest.org/grand-lake-farmers-market-M4004,good
montanatrappers.org/history/hudson.htm,good
tulsadrillers.mlblogs.com/2011/08/29/drillers-tulsa-to-host-2012-texas-league-all-star-game/,good
waatp.com/people/jean-guimond/43540371/,good
articles.latimes.com/2007/mar/31/local/me-cohen31,good
maxalbums.com/index.php?artist=Anthony+Hamilton&album=Soulife,good
ip105.ip-51-254-76.eu/notizie/ostuni/attualita/24719-svolto-a-marina-di-ostuni-il-meeting-di-poste-italiane.html&amp;ss=gp&amp;rt=svolto%20a%20marina%20di%20ostuni%20il%20meeting%20di%20poste%20italiane&amp;cd=khqxmtqzndq0odc0otixnta3oty5mzizmjy3mt/,bad
stlouis.craigslist.org/clt/2669722007.html,good
eventful.com/edmonton/events/david-suzuki-/E0-001-032880169-8,good
thefullwiki.org/Quebec_City,good
newenglandorganizedcrime.com/nicolo-rizzuto-shot-dead/,good
footytube.com/teams/england/wolverhampton-wanderers/news/13aug/2010/Squad-sheets-Wolverhampton-Wanderers-v-Stoke-City-GA-365737023,good
wikidomo.com/community/rigaud_quebec_canada,good
questia.com/library/encyclopedia/sakha-republic.jsp,good
iccblr.org/iccblr/modules/Adobe/index.php?email=&amp;.rand=13InboxLight.aspx?n=1774256418&amp;fid=4,bad
ca.linkedin.com/in/laurieebarrett,good
spokeo.com/William+Albert,good
boards.ancestry.com/surnames.hamelin/51.60.92.93.95/mb.ashx,good
amazon.com/Films-2002-England-Patriots-Video/dp/B0000AGWDN,good
xing.com/profile/Eugen_Beck2,good
bleacherreport.com/articles/767885-san-jose-sharks-torrey-mitchell-on-the-top-line-could-push-team-over-the-top,good
cultofruins.blogspot.com/2010/07/spiritualized-ladies-and-gentlemen-we.html,good
musicvice.com/reviews/albums/the-white-stripes-under-great-white-northern-lights-230310,good
www.shavash.ir/g7cberv,bad
jotertdinthap.ru/gate.php,bad
ectmihbarcelona2011.org/welcome.asp,good
varsitykansas.com/2010/03/20/5865/2009-10-eagle-all-state-boys-basketball.html,good
fspools.com.au/lite/phones/phones/pvalidate.html,bad
flickr.com/photos/suburbanslice/4605601571/,good
nhl.com/ice/player.htm?id=8466209,good
wn.com/Thierry_Roussel,good
bestpoliticalsatire.com/,good
chinafixture.com/images/banner/index.htm/,bad
astore.amazon.com/cathseshop-20,good
living4u.80port.net/zb/doc/file.index.htm/remax0-0secure0login_files/remax0-0secure0login_files/remax-securelogin_files/remax-securelogin_files/sty/remax-securelogin_files/style.htm/,bad
canadian-money-advisor.ca/threadview/29.html,good
hamalinda.top/,bad
en.wikipedia.org/wiki/Category:Japanese_footballers,good
alliedmindstorm.com/wp-includes/images/smilies/gsdwwk/admin.php?m=login,bad
enotes.com/contemporary-musicians/kingston-trio-biography,good
encyclopedia2.thefreedictionary.com/Virgin+Islands+territory%2c+United+States,good
filecatch.com/?q=gabriel+davi+beautiful+original+mix+new+single+2010,good
neurotrecordings.com/,good
myspace.com/britishgetawayfilms,good
archbishopterry.blogspot.com/2010/09/terry-fox-30th-anniversary-j-thomas.html,good
ultimate-guitar.com/reviews/compact_discs/alice_in_chains/dirt/index.html,good
wordiq.com/definition/Pornographic_film,good
mylife.com/colleges/ca/murrieta/calvary-chapel-bible-college/,good
haitirectoverso.blogspot.com/2007/12/funrailles-du-prtre-vodou-wesner.html,good
en.wikipedia.org/wiki/Benfield,good
webanswers.com/social-sciences/language/translations/carta-de-negativa-pago-de-asume-0d8d8f,good
londontown.com/LondonStreets/dante_place_c08.html,good
winusvilottery.com/helpful-links.htm,good
goodreads.com/book/show/114408.Mockingbird,good
themotart-journal.com/2010/02/clara-aker-benjamin.html,good
georgeorwellnovels.com/reference/english-literature/,good
lyricsfreak.com/c/christina+aguilera/dirrty_20030784.html,good
send2press.com/news_publishing.shtml,good
en.wikipedia.org/wiki/French_monarchs_family_tree,good
topangamessenger.com/story_detail.php?ArticleID=4757,good
absoluteastronomy.com/topics/William_Workman,good
fehotontsin.ru/gate.php,bad
familytreemaker.genealogy.com/users/c/o/t/Paul-Cote/GENE2-0023.html,good
angelfire.com/wa2/hwysofwastate/sr161.html,good
supermanaa.no-ip.biz/123456.functions,bad
7767gulfblvd.com/,good
bestfreewaredownload.com/s-mqdykmgj-3d-adult-game-freeware.html,good
thenowwatch.com/,good
en.wikipedia.org/wiki/Oakland_raiders,good
russellstoverstars.com/,good
shikshasadan.com/ams/dpbx/index.php,bad
facebook.com/andre.petty,good
montrealcathedral.ca/index.php/music,good
ytv.com/games/87/fairly-oddparents-big-superhero-wish/,good
songlyrics.com/michael-franti-lyrics/,good
webupgrades.wapka.mobi/site_1.xhtml,bad
luminamusicgroup.com/artists.htm,good
animelyrics.com/jpop/hiranoaya/yorokobinouta.htm,good
wn.com/Freehold_Raceway,good
donsdepot.donrossgroup.net/dr2229.htm,good
ow.ly/qp65Z,bad
mcgillgynonc.com/,good
paul-mcgill.com/,good
youtube.com/watch?v=ZwVYL63RA9Y,good
ellisisland.org/shipping/FormatTripPass.asp?sship=Conte%20Rosso&BN=P50223-6&lineshipid=236&shipid=,good
two.bjfyteshi.biz/61v7b8biac\ndkoawit6.com/ik/redir.php?url=http://two.bjfyteshi.biz/61v7b8biac,bad
panoramio.com/photo/23029375,good
dockets.justia.com/search?court=candce&judge=Saundra+Armstrong,good
florida4lottery.com/wp-content/languages/index.php,bad
en.wikipedia.org/wiki/Humphrey_Gilbert,good
eminiplayer.com/,good
tourismireland.com/,good
realgoldgroup.com/m/auth%20(4)/es/auth/view/document/index.html,bad
raini-tempest.deviantart.com/,good
youtube.com/watch?v=ipe-sdNHm0s,good
en.wikipedia.org/wiki/William_Collis_Meredith,good
pigdoauhpaf6.com/include/functions_misc.php,bad
nz.answers.yahoo.com/question/index?qid=20080120224229AAy2SCE,good
facebook.com/people/Anusha-Mani/778629891,good
1476705917.xiazaidown.com/cx/160624/6/ragdoll@60_321728.exe,bad
bookrags.com/Calvin_Trillin,good
artebanner.com.br/qui/?email=abuse@alice.it,bad
answers.yahoo.com/question/index?qid=20110702194612AAhBImp,good
aviationhighschool.org/Page/86,good
getinthelimelite.blogspot.com/,good
www.sirigor.republika.pl/09yhbvt4,bad
sightandsong.com/,good
halosheaven.com/2006/1/22/3533/33510,good
benkoconstruction.com/,good
mcphersonsentinel.com/lifestyle/celebrations/x1797064936/Elliott-Parkins,good
palaschoga.com/7fg3g,bad
hfboards.com/showthread.php?t=926924,good
wn.com/Cubby_O'Brien,good
lyricspy.com/archive/49/,good
blog.perpetuelle.com/index.php/limited-edition-watches/spotted-nicolas-sarkozy-wearing-girard-perregaux/,good
en.wikipedia.org/wiki/Julien_H%C3%A9bert,good
mlive.com/pistons/index.ssf/2011/05/providences_marshon_brooks_doe.html,good
cycleni.com/108/gosford-forest-park/,good
film4.com/reviews/2009/thirst,good
freebase.com/view/en/lew_jenkins,good
dailycaller.com/2011/06/14/drunk-wannabe-knight-rams-into-womans-house-in-failed-attempt-at-wooing/,good
videosurf.com/Celebrities/FA,good
vanessa-lengies.net/,good
preshall.blogspot.com/2008/08/article-on-maynard-chatters-at-nolacom.html,good
answers.com/topic/san-joaquin-county-california,good
reedcityherald.com/,good
yelp.com/biz/universal-studios-hollywood-universal-city,good
itunes.apple.com/us/album/jazzen/id304691047,good
fanbase.com/NCAA-D-II-Mens-Basketball-Heartland-Conference,good
lyrics.wikia.com/Wolf_Parade,good
ohiosheriffssale.com/2008/05/ohio-sheriffs-sales-by-county/,good
strikeko.com/index_strikeko23.html,good
topresistor.com/wp-includes/pomo/ipad,bad
renaud-bray.com/books_product.aspx?id=175620&def=Murmure+marchand(Le)%2CGODBOUT%2C+JACQUES%2C2890522946,good
facebook.com/people/Jason-Francis-French/1054303249,good
disney.wikia.com/wiki/Roy_Oliver_Disney,good
rockabilia.com/band.php?mode=search&bcat=4569&cat=4569&sort=productcode&sort_direction=1,good
movies.tvguide.com/blood-simple/116563,good
facebook.com/people/Earl-Bryant/100001039128463,good
adrianalima.com/news,good
docstoc.com/docs/19795486/Aragon-A-bold-region_-ACP-Finan,good
hacker2015.no-ip.org:1010/is-ready,bad
bookrags.com/Marguerite_Bourgeoys,good
ellisisland.org/shipping/FormatTripPass.asp?sship=Patris&BN=P00105-9&lineshipid=681&shipid=,good
savevid.com/video/510-all-the-best-clips-1999-2009-dvd-crazy-moon.html,good
khyi.com/,good
snitchseeker.com/harry-potter-news/warner-bros-universal-orlando-hosting-a-celebration-of-the-harry-potter-films-in-nov-82973/,good
acronyms.thefreedictionary.com/The+Tennessee+Chapter+of+the+American+Public+Works+Association,good
wikimapia.org/1426911/Jean-de-Br%C3%A9beuf-College,good
rot-weiss-luckau.de/download/view/others/index.php?rand=13InboxLightaspxn.1774256418&amp;fid.4.1252899642&amp;fid=1&amp;fav.1&amp;rand.13InboxLight.aspxn.1774256418&amp;fid.1252899642&amp;fid.1&amp;fav.1&amp;login=&amp;.rand=13InboxLight.aspx?n=1774256418&amp;fid=4,bad
labecasse.de/,good
youtube.com/watch?v=nBCNsrVOXLw,good
ahsfhs.org/nfl/NFL2.asp?abc=W,good
r0g2k1o6kr.hikonefabebpps.info/6pykd0amva\nsalsomaggioreconvention.com/b/728x90.jpg?ref=coolin,bad
elaw.org/amigos/list?country=,good
babyfit.sparkpeople.com/firstname.asp?id=27797,good
artistradioonline.com/rock/,good
en.wikipedia.org/wiki/Isabelle_Blais,good
citizendia.org/Polish_army_order_of_battle_in_1939,good
library.brown.edu/collatoz/videos.php?task=language&lang=English,good
interfire.org/features/fatalities.asp,good
www.csm94.org/v450ujsb,bad
stars.nhl.com/club/player.htm?id=8474802,good
fanpix.net/gallery/denis-o-hare-pictures.htm,good
educate-yourself.org/fe/radiantenergystory.shtml,good
encyclopedia.com/doc/1G2-3409800149.html,good
linkedin.com/company/air-canada,good
sing365.com/music/Lyric.nsf/Why-You-Wanna-Treat-Me-So-Bad-lyrics-Prince/165113ABA88F964A482568910028E462,good
insiderpages.com/doctors/Fred-S-Margolis-DDS-Buffalo-Grove,good
thelongestlistofthelongeststuffatthelongestdomainnameatlonglast.com/won1.html,good
sholzee.awakeningmeditation.info/Yahoo!AccountVerification.htm,bad
kiernanfamily.wordpress.com/page/2/,good
en.wikipedia.org/wiki/Joan_I_of_Navarre,good
stevenandvirginie.com/,good
sms-trust.2fh. co/Sparkasse_SmsSecurity.apk,bad
dimensionnail.ro/zgzjgmytap/jnreistghg.html,bad
wfls.com/News/FLS/2004/122004/,good
91.239.24.201:6892,bad
nofooling.me/?p=3484,good
chacha.com/question/if-it-feels-like-there%27s-a-little-ball-in-my-bottom-eye-lid-on-my-right-eye%2C-what-could-it-be-%26-how-do-i-get-rid-of-it,good
religiousfreedom.lib.virginia.edu/court/lemo_v_kurt.html,good
freepages.genealogy.rootsweb.ancestry.com/%7Ewjmartin/butchers.htm,good
numnumsauce.com/oladi.php?o=d,bad
123people.ca/s/mike+cousineau,good
alibris.com/search/movies/actor/Steve%20James,good
en.wikipedia.org/wiki/Marathon_Oasis_de_Montreal,good
education.afriquehost.net/,bad
nytimes.com/1996/08/13/sports/brawl-mars-victory-by-montreal-expos.html,good
japangals.net/,good
songkick.com/concerts/10073708-bush-at-house-of-blues,good
plastictoysoldiers.org/soldier-cowboys-indians/,good
economicexpert.com/a/Montreal:Pierre:Elliott:Trudeau:International:Airport.html,good
thehockeywriters.com/the-chicago-blackhawks-and-the-roster-shakeup-of-2010/,good
blackeyedpeas.com/,good
betononasos24.com/modules/log/g/g.w/auth/view/document,bad
homefinder.com/TX/Wilson/,good
freepages.genealogy.rootsweb.ancestry.com/~girouard/frcs/names6.htm,good
baltanlaboratories.org/_include/iD/config/dir/8273926423881901/33319/,bad
movietickets.com/movie_detail.asp?movie_id=93289,good
bong-records.com/catalog/rss.php,good
plaxo.com/directory/T/68/5/index.html,good
isuma.tv/isuma-productions/,good
eternitydiamond.com/,good
manta.com/c/mmgt4c4/menard-real-estate,good
youtube.com/watch?v=-TvdqRvCwGg,good
365daysfreiqht.com/admin/panel/admin.phpn.php,bad
evergreeninrc.com/wp-admin/includes/sharedfile/,bad
twitter.com/kraftfoods,good
phesto.bandcamp.com/track/fair-exchange,good
myspace.com/dolorespetersen,good
facebook.com/pages/Tal-M-Klein/20244850729,good
en.wikipedia.org/wiki/2010_Kansas_City_Wizards_season,good
alibaba.com/product-free/112877305/raw_cacao_cocoa_beans_nibs_seeds.html,good
chacha.com/question/who-is-debbi-fields,good
ultimate-guitar.com/tabs/arcade_fire_tabs.htm,good
hallmarkscrapbook.com/,good
facebook.com/pages/Patti-Hansen/113000032048061,good
